MutationSymbol,MutationGeneID,RegulatorSymbol,RegulonRegulator,RegulatorType,Regulon,MutationRegulatorEdge,MutationRegulonEdge,SpearmanCorrelationTFAndEigenGene,RMST_diff_UnderActiveMinusOverActiveMGMTUnMeth,RMST_diff_UnderActiveMinusOverActiveMGMTMeth,Cox_HR_Training,IfCancerDriverMutation,IfDETFForTCGAGBM,IfCRISPR-Cas9SignificantTF,RNAiTFGeneEssentialityAchilles,Drug,DrugMechOfAction,TargetSymbol,DrugTarget,Miner_Target_Type,DrugTrialPhaseGBM,Cancer_PhaseIV
TP53,ENSG00000141510,HLX,ENSG00000136630,TF,652,-1,-2.610546847,0.560775682,358.4192377,-29.88888889,2.45227828,yes,yes,#N/A,-0.017328457,HYDROXYCHLOROQUINE,Toll-like receptor 7 antagonist,TLR7,ENSG00000196664,RegulonGene,Phase 3,AntiCancerPhaseIV
TP53,ENSG00000141510,MAFB,ENSG00000204103,TF,440,-1,-2.555968391,0.822776892,378.1844554,-61.0625,2.269124307,yes,yes,#N/A,0.043239717,HYDROXYCHLOROQUINE,Toll-like receptor 7 antagonist,TLR7,ENSG00000196664,RegulonGene,Phase 3,AntiCancerPhaseIV
ATRX,ENSG00000085224,SATB1,ENSG00000182568,TF,1563,1,-4.65543183,-0.71963689,397.6764706,431.4,2.045980891,yes,yes,yes,0.009674745,SAGOPILONE,Tubulin stabiliser,TUBA1C,ENSG00000167553,RegulonGene,Phase 2,#N/A
ATRX,ENSG00000085224,SATB1,ENSG00000182568,TF,1563,1,-4.65543183,-0.71963689,397.6764706,431.4,2.045980891,yes,yes,yes,0.009674745,VERUBULIN,Tubulin disrupting agent,TUBA1C,ENSG00000167553,RegulonGene,Phase 2,#N/A
IDH1,ENSG00000138413,SATB1,ENSG00000182568,TF,1563,1,-5.900007864,-0.71963689,397.6764706,431.4,2.045980891,yes,yes,yes,0.009674745,SAGOPILONE,Tubulin stabiliser,TUBA1C,ENSG00000167553,RegulonGene,Phase 2,#N/A
IDH1,ENSG00000138413,SATB1,ENSG00000182568,TF,1563,1,-5.900007864,-0.71963689,397.6764706,431.4,2.045980891,yes,yes,yes,0.009674745,VERUBULIN,Tubulin disrupting agent,TUBA1C,ENSG00000167553,RegulonGene,Phase 2,#N/A
IDH1,ENSG00000138413,FOXO3,ENSG00000118689,TF,2290,1,-5.73882123,-0.490527263,284.1511036,214.375,1.984851785,yes,#N/A,yes,0.030141898,SAGOPILONE,Tubulin stabiliser,TUBA1C,ENSG00000167553,RegulonGene,Phase 2,#N/A
IDH1,ENSG00000138413,FOXO3,ENSG00000118689,TF,2290,1,-5.73882123,-0.490527263,284.1511036,214.375,1.984851785,yes,#N/A,yes,0.030141898,VERUBULIN,Tubulin disrupting agent,TUBA1C,ENSG00000167553,RegulonGene,Phase 2,#N/A
TP53,ENSG00000141510,SATB1,ENSG00000182568,TF,1563,1,-3.445753202,-0.71963689,397.6764706,431.4,2.045980891,yes,yes,yes,0.009674745,SAGOPILONE,Tubulin stabiliser,TUBA1C,ENSG00000167553,RegulonGene,Phase 2,#N/A
TP53,ENSG00000141510,SATB1,ENSG00000182568,TF,1563,1,-3.445753202,-0.71963689,397.6764706,431.4,2.045980891,yes,yes,yes,0.009674745,VERUBULIN,Tubulin disrupting agent,TUBA1C,ENSG00000167553,RegulonGene,Phase 2,#N/A
PTEN,ENSG00000283094,hsa-mir-296,hsa-mir-296,miRNA,1178,-1,2.192630142,-0.493720703,67.875,-42.66666667,2.110418,yes,#N/A,#N/A,,SAGOPILONE,Tubulin stabiliser,TUBA4A,ENSG00000127824,RegulonGene,Phase 2,#N/A
PTEN,ENSG00000283094,hsa-mir-296,hsa-mir-296,miRNA,1178,-1,2.192630142,-0.493720703,67.875,-42.66666667,2.110418,yes,#N/A,#N/A,,VERUBULIN,Tubulin disrupting agent,TUBA4A,ENSG00000127824,RegulonGene,Phase 2,#N/A
SCN9A,ENSG00000169432,SREBF2,ENSG00000198911,TF,1178,-1,-2.603859288,0.550231551,67.875,-42.66666667,2.110418,,yes,yes,0.02852884,SAGOPILONE,Tubulin stabiliser,TUBA4A,ENSG00000127824,RegulonGene,Phase 2,#N/A
SCN9A,ENSG00000169432,SREBF2,ENSG00000198911,TF,1178,-1,-2.603859288,0.550231551,67.875,-42.66666667,2.110418,,yes,yes,0.02852884,VERUBULIN,Tubulin disrupting agent,TUBA4A,ENSG00000127824,RegulonGene,Phase 2,#N/A
TCHH,ENSG00000159450,SREBF2,ENSG00000198911,TF,1178,-1,-3.736290305,0.550231551,67.875,-42.66666667,2.110418,,yes,yes,0.02852884,SAGOPILONE,Tubulin stabiliser,TUBA4A,ENSG00000127824,RegulonGene,Phase 2,#N/A
TCHH,ENSG00000159450,SREBF2,ENSG00000198911,TF,1178,-1,-3.736290305,0.550231551,67.875,-42.66666667,2.110418,,yes,yes,0.02852884,VERUBULIN,Tubulin disrupting agent,TUBA4A,ENSG00000127824,RegulonGene,Phase 2,#N/A
ATRX,ENSG00000085224,PRRX2,ENSG00000167157,TF,3545,-1,-2.746730005,0.47873139,307.3157895,-609.35,3.678945863,yes,#N/A,#N/A,0.104667031,CABAZITAXEL,Tubulin inhibitor,TUBB6,ENSG00000176014,RegulonGene,Phase 2,AntiCancerPhaseIV
ATRX,ENSG00000085224,PRRX2,ENSG00000167157,TF,3545,-1,-2.746730005,0.47873139,307.3157895,-609.35,3.678945863,yes,#N/A,#N/A,0.104667031,DOCETAXEL,Tubulin inhibitor,TUBB6,ENSG00000176014,RegulonGene,Phase 2,AntiCancerPhaseIV
ATRX,ENSG00000085224,PRRX2,ENSG00000167157,TF,3545,-1,-2.746730005,0.47873139,307.3157895,-609.35,3.678945863,yes,#N/A,#N/A,0.104667031,PACLITAXEL,Tubulin inhibitor,TUBB6,ENSG00000176014,RegulonGene,Phase 2,AntiCancerPhaseIV
ATRX,ENSG00000085224,PRRX2,ENSG00000167157,TF,3545,-1,-2.746730005,0.47873139,307.3157895,-609.35,3.678945863,yes,#N/A,#N/A,0.104667031,VINBLASTINE,Tubulin inhibitor,TUBB6,ENSG00000176014,RegulonGene,Phase 2,AntiCancerPhaseIV
ATRX,ENSG00000085224,PRRX2,ENSG00000167157,TF,3545,-1,-2.746730005,0.47873139,307.3157895,-609.35,3.678945863,yes,#N/A,#N/A,0.104667031,VINCRISTINE,Tubulin inhibitor,TUBB6,ENSG00000176014,RegulonGene,Phase 2,AntiCancerPhaseIV
ATRX,ENSG00000085224,PRRX2,ENSG00000167157,TF,3545,-1,-2.746730005,0.47873139,307.3157895,-609.35,3.678945863,yes,#N/A,#N/A,0.104667031,COLCHICINE,Tubulin inhibitor,TUBB6,ENSG00000176014,RegulonGene,#N/A,AntiCancerPhaseIV
ATRX,ENSG00000085224,PRRX2,ENSG00000167157,TF,3545,-1,-2.746730005,0.47873139,307.3157895,-609.35,3.678945863,yes,#N/A,#N/A,0.104667031,ERIBULIN,Tubulin inhibitor,TUBB6,ENSG00000176014,RegulonGene,#N/A,AntiCancerPhaseIV
ATRX,ENSG00000085224,PRRX2,ENSG00000167157,TF,3545,-1,-2.746730005,0.47873139,307.3157895,-609.35,3.678945863,yes,#N/A,#N/A,0.104667031,VINORELBINE,Tubulin inhibitor,TUBB6,ENSG00000176014,RegulonGene,#N/A,AntiCancerPhaseIV
ATRX,ENSG00000085224,PRRX2,ENSG00000167157,TF,3545,-1,-2.746730005,0.47873139,307.3157895,-609.35,3.678945863,yes,#N/A,#N/A,0.104667031,IXABEPILONE,Tubulin inhibitor,TUBB6,ENSG00000176014,RegulonGene,Phase 2,#N/A
ATRX,ENSG00000085224,PRRX2,ENSG00000167157,TF,3545,-1,-2.746730005,0.47873139,307.3157895,-609.35,3.678945863,yes,#N/A,#N/A,0.104667031,SAGOPILONE,Tubulin stabiliser,TUBB6,ENSG00000176014,RegulonGene,Phase 2,#N/A
ATRX,ENSG00000085224,PRRX2,ENSG00000167157,TF,3545,-1,-2.746730005,0.47873139,307.3157895,-609.35,3.678945863,yes,#N/A,#N/A,0.104667031,VERUBULIN,Tubulin disrupting agent,TUBB6,ENSG00000176014,RegulonGene,Phase 2,#N/A
IDH1,ENSG00000138413,PRRX2,ENSG00000167157,TF,3545,-1,-5.358649753,0.47873139,307.3157895,-609.35,3.678945863,yes,#N/A,#N/A,0.104667031,CABAZITAXEL,Tubulin inhibitor,TUBB6,ENSG00000176014,RegulonGene,Phase 2,AntiCancerPhaseIV
IDH1,ENSG00000138413,PRRX2,ENSG00000167157,TF,3545,-1,-5.358649753,0.47873139,307.3157895,-609.35,3.678945863,yes,#N/A,#N/A,0.104667031,DOCETAXEL,Tubulin inhibitor,TUBB6,ENSG00000176014,RegulonGene,Phase 2,AntiCancerPhaseIV
IDH1,ENSG00000138413,PRRX2,ENSG00000167157,TF,3545,-1,-5.358649753,0.47873139,307.3157895,-609.35,3.678945863,yes,#N/A,#N/A,0.104667031,PACLITAXEL,Tubulin inhibitor,TUBB6,ENSG00000176014,RegulonGene,Phase 2,AntiCancerPhaseIV
IDH1,ENSG00000138413,PRRX2,ENSG00000167157,TF,3545,-1,-5.358649753,0.47873139,307.3157895,-609.35,3.678945863,yes,#N/A,#N/A,0.104667031,VINBLASTINE,Tubulin inhibitor,TUBB6,ENSG00000176014,RegulonGene,Phase 2,AntiCancerPhaseIV
IDH1,ENSG00000138413,PRRX2,ENSG00000167157,TF,3545,-1,-5.358649753,0.47873139,307.3157895,-609.35,3.678945863,yes,#N/A,#N/A,0.104667031,VINCRISTINE,Tubulin inhibitor,TUBB6,ENSG00000176014,RegulonGene,Phase 2,AntiCancerPhaseIV
IDH1,ENSG00000138413,PRRX2,ENSG00000167157,TF,3545,-1,-5.358649753,0.47873139,307.3157895,-609.35,3.678945863,yes,#N/A,#N/A,0.104667031,COLCHICINE,Tubulin inhibitor,TUBB6,ENSG00000176014,RegulonGene,#N/A,AntiCancerPhaseIV
IDH1,ENSG00000138413,PRRX2,ENSG00000167157,TF,3545,-1,-5.358649753,0.47873139,307.3157895,-609.35,3.678945863,yes,#N/A,#N/A,0.104667031,ERIBULIN,Tubulin inhibitor,TUBB6,ENSG00000176014,RegulonGene,#N/A,AntiCancerPhaseIV
IDH1,ENSG00000138413,PRRX2,ENSG00000167157,TF,3545,-1,-5.358649753,0.47873139,307.3157895,-609.35,3.678945863,yes,#N/A,#N/A,0.104667031,VINORELBINE,Tubulin inhibitor,TUBB6,ENSG00000176014,RegulonGene,#N/A,AntiCancerPhaseIV
IDH1,ENSG00000138413,PRRX2,ENSG00000167157,TF,3545,-1,-5.358649753,0.47873139,307.3157895,-609.35,3.678945863,yes,#N/A,#N/A,0.104667031,IXABEPILONE,Tubulin inhibitor,TUBB6,ENSG00000176014,RegulonGene,Phase 2,#N/A
IDH1,ENSG00000138413,PRRX2,ENSG00000167157,TF,3545,-1,-5.358649753,0.47873139,307.3157895,-609.35,3.678945863,yes,#N/A,#N/A,0.104667031,SAGOPILONE,Tubulin stabiliser,TUBB6,ENSG00000176014,RegulonGene,Phase 2,#N/A
IDH1,ENSG00000138413,PRRX2,ENSG00000167157,TF,3545,-1,-5.358649753,0.47873139,307.3157895,-609.35,3.678945863,yes,#N/A,#N/A,0.104667031,VERUBULIN,Tubulin disrupting agent,TUBB6,ENSG00000176014,RegulonGene,Phase 2,#N/A
NF1,ENSG00000196712,SOX15,ENSG00000129194,TF,1485,-1,3.133037039,-0.560895341,29.9047619,-89.33333333,3.010715631,yes,#N/A,#N/A,,CABAZITAXEL,Tubulin inhibitor,TUBB6,ENSG00000176014,RegulonGene,Phase 2,AntiCancerPhaseIV
NF1,ENSG00000196712,SOX15,ENSG00000129194,TF,1485,-1,3.133037039,-0.560895341,29.9047619,-89.33333333,3.010715631,yes,#N/A,#N/A,,DOCETAXEL,Tubulin inhibitor,TUBB6,ENSG00000176014,RegulonGene,Phase 2,AntiCancerPhaseIV
NF1,ENSG00000196712,SOX15,ENSG00000129194,TF,1485,-1,3.133037039,-0.560895341,29.9047619,-89.33333333,3.010715631,yes,#N/A,#N/A,,PACLITAXEL,Tubulin inhibitor,TUBB6,ENSG00000176014,RegulonGene,Phase 2,AntiCancerPhaseIV
NF1,ENSG00000196712,SOX15,ENSG00000129194,TF,1485,-1,3.133037039,-0.560895341,29.9047619,-89.33333333,3.010715631,yes,#N/A,#N/A,,VINBLASTINE,Tubulin inhibitor,TUBB6,ENSG00000176014,RegulonGene,Phase 2,AntiCancerPhaseIV
NF1,ENSG00000196712,SOX15,ENSG00000129194,TF,1485,-1,3.133037039,-0.560895341,29.9047619,-89.33333333,3.010715631,yes,#N/A,#N/A,,VINCRISTINE,Tubulin inhibitor,TUBB6,ENSG00000176014,RegulonGene,Phase 2,AntiCancerPhaseIV
NF1,ENSG00000196712,SOX15,ENSG00000129194,TF,1485,-1,3.133037039,-0.560895341,29.9047619,-89.33333333,3.010715631,yes,#N/A,#N/A,,COLCHICINE,Tubulin inhibitor,TUBB6,ENSG00000176014,RegulonGene,#N/A,AntiCancerPhaseIV
NF1,ENSG00000196712,SOX15,ENSG00000129194,TF,1485,-1,3.133037039,-0.560895341,29.9047619,-89.33333333,3.010715631,yes,#N/A,#N/A,,ERIBULIN,Tubulin inhibitor,TUBB6,ENSG00000176014,RegulonGene,#N/A,AntiCancerPhaseIV
NF1,ENSG00000196712,SOX15,ENSG00000129194,TF,1485,-1,3.133037039,-0.560895341,29.9047619,-89.33333333,3.010715631,yes,#N/A,#N/A,,VINORELBINE,Tubulin inhibitor,TUBB6,ENSG00000176014,RegulonGene,#N/A,AntiCancerPhaseIV
NF1,ENSG00000196712,SOX15,ENSG00000129194,TF,1485,-1,3.133037039,-0.560895341,29.9047619,-89.33333333,3.010715631,yes,#N/A,#N/A,,IXABEPILONE,Tubulin inhibitor,TUBB6,ENSG00000176014,RegulonGene,Phase 2,#N/A
NF1,ENSG00000196712,SOX15,ENSG00000129194,TF,1485,-1,3.133037039,-0.560895341,29.9047619,-89.33333333,3.010715631,yes,#N/A,#N/A,,SAGOPILONE,Tubulin stabiliser,TUBB6,ENSG00000176014,RegulonGene,Phase 2,#N/A
NF1,ENSG00000196712,SOX15,ENSG00000129194,TF,1485,-1,3.133037039,-0.560895341,29.9047619,-89.33333333,3.010715631,yes,#N/A,#N/A,,VERUBULIN,Tubulin disrupting agent,TUBB6,ENSG00000176014,RegulonGene,Phase 2,#N/A
AHNAK2,ENSG00000185567,MAFB,ENSG00000204103,TF,436,-1,-2.172241043,0.812814349,381.872549,79.6713352,2.470220159,,yes,#N/A,0.043239717,ALFACALCIDOL,Vitamin D receptor agonist,VDR,ENSG00000111424,RegulonGene,#N/A,AntiCancerPhaseIV
AHNAK2,ENSG00000185567,MAFB,ENSG00000204103,TF,436,-1,-2.172241043,0.812814349,381.872549,79.6713352,2.470220159,,yes,#N/A,0.043239717,CALCIFEDIOL,Vitamin D receptor agonist,VDR,ENSG00000111424,RegulonGene,#N/A,AntiCancerPhaseIV
AHNAK2,ENSG00000185567,MAFB,ENSG00000204103,TF,436,-1,-2.172241043,0.812814349,381.872549,79.6713352,2.470220159,,yes,#N/A,0.043239717,CALCITRIOL,Vitamin D receptor agonist,VDR,ENSG00000111424,RegulonGene,#N/A,AntiCancerPhaseIV
AHNAK2,ENSG00000185567,MAFB,ENSG00000204103,TF,436,-1,-2.172241043,0.812814349,381.872549,79.6713352,2.470220159,,yes,#N/A,0.043239717,CHOLECALCIFEROL,Vitamin D receptor agonist,VDR,ENSG00000111424,RegulonGene,#N/A,AntiCancerPhaseIV
AHNAK2,ENSG00000185567,MAFB,ENSG00000204103,TF,436,-1,-2.172241043,0.812814349,381.872549,79.6713352,2.470220159,,yes,#N/A,0.043239717,ERGOCALCIFEROL,Vitamin D receptor agonist,VDR,ENSG00000111424,RegulonGene,#N/A,AntiCancerPhaseIV
AHNAK2,ENSG00000185567,MAFB,ENSG00000204103,TF,436,-1,-2.172241043,0.812814349,381.872549,79.6713352,2.470220159,,yes,#N/A,0.043239717,PARICALCITOL,Vitamin D receptor agonist,VDR,ENSG00000111424,RegulonGene,#N/A,AntiCancerPhaseIV
AHNAK2,ENSG00000185567,IRF8,ENSG00000140968,TF,623,-1,-2.2800512,0.744643209,370.3002588,56.47537879,2.688672947,,#N/A,yes,-0.056906531,ALFACALCIDOL,Vitamin D receptor agonist,VDR,ENSG00000111424,RegulonGene,#N/A,AntiCancerPhaseIV
AHNAK2,ENSG00000185567,IRF8,ENSG00000140968,TF,623,-1,-2.2800512,0.744643209,370.3002588,56.47537879,2.688672947,,#N/A,yes,-0.056906531,CALCIFEDIOL,Vitamin D receptor agonist,VDR,ENSG00000111424,RegulonGene,#N/A,AntiCancerPhaseIV
AHNAK2,ENSG00000185567,IRF8,ENSG00000140968,TF,623,-1,-2.2800512,0.744643209,370.3002588,56.47537879,2.688672947,,#N/A,yes,-0.056906531,CALCITRIOL,Vitamin D receptor agonist,VDR,ENSG00000111424,RegulonGene,#N/A,AntiCancerPhaseIV
AHNAK2,ENSG00000185567,IRF8,ENSG00000140968,TF,623,-1,-2.2800512,0.744643209,370.3002588,56.47537879,2.688672947,,#N/A,yes,-0.056906531,CHOLECALCIFEROL,Vitamin D receptor agonist,VDR,ENSG00000111424,RegulonGene,#N/A,AntiCancerPhaseIV
AHNAK2,ENSG00000185567,IRF8,ENSG00000140968,TF,623,-1,-2.2800512,0.744643209,370.3002588,56.47537879,2.688672947,,#N/A,yes,-0.056906531,ERGOCALCIFEROL,Vitamin D receptor agonist,VDR,ENSG00000111424,RegulonGene,#N/A,AntiCancerPhaseIV
AHNAK2,ENSG00000185567,IRF8,ENSG00000140968,TF,623,-1,-2.2800512,0.744643209,370.3002588,56.47537879,2.688672947,,#N/A,yes,-0.056906531,PARICALCITOL,Vitamin D receptor agonist,VDR,ENSG00000111424,RegulonGene,#N/A,AntiCancerPhaseIV
AHNAK2,ENSG00000185567,CEBPA,ENSG00000245848,TF,290,-1,-2.172328804,0.704293335,342.0358974,37.64384921,2.286965386,,yes,#N/A,-0.068933334,ALFACALCIDOL,Vitamin D receptor agonist,VDR,ENSG00000111424,RegulonGene,#N/A,AntiCancerPhaseIV
AHNAK2,ENSG00000185567,CEBPA,ENSG00000245848,TF,290,-1,-2.172328804,0.704293335,342.0358974,37.64384921,2.286965386,,yes,#N/A,-0.068933334,CALCIFEDIOL,Vitamin D receptor agonist,VDR,ENSG00000111424,RegulonGene,#N/A,AntiCancerPhaseIV
AHNAK2,ENSG00000185567,CEBPA,ENSG00000245848,TF,290,-1,-2.172328804,0.704293335,342.0358974,37.64384921,2.286965386,,yes,#N/A,-0.068933334,CALCITRIOL,Vitamin D receptor agonist,VDR,ENSG00000111424,RegulonGene,#N/A,AntiCancerPhaseIV
AHNAK2,ENSG00000185567,CEBPA,ENSG00000245848,TF,290,-1,-2.172328804,0.704293335,342.0358974,37.64384921,2.286965386,,yes,#N/A,-0.068933334,CHOLECALCIFEROL,Vitamin D receptor agonist,VDR,ENSG00000111424,RegulonGene,#N/A,AntiCancerPhaseIV
AHNAK2,ENSG00000185567,CEBPA,ENSG00000245848,TF,290,-1,-2.172328804,0.704293335,342.0358974,37.64384921,2.286965386,,yes,#N/A,-0.068933334,ERGOCALCIFEROL,Vitamin D receptor agonist,VDR,ENSG00000111424,RegulonGene,#N/A,AntiCancerPhaseIV
AHNAK2,ENSG00000185567,CEBPA,ENSG00000245848,TF,290,-1,-2.172328804,0.704293335,342.0358974,37.64384921,2.286965386,,yes,#N/A,-0.068933334,PARICALCITOL,Vitamin D receptor agonist,VDR,ENSG00000111424,RegulonGene,#N/A,AntiCancerPhaseIV
AHNAK2,ENSG00000185567,REL,ENSG00000162924,TF,317,-1,-2.147772694,0.647551105,351.7848485,14.59116809,2.514347047,,#N/A,#N/A,-0.016762885,ALFACALCIDOL,Vitamin D receptor agonist,VDR,ENSG00000111424,RegulonGene,#N/A,AntiCancerPhaseIV
AHNAK2,ENSG00000185567,REL,ENSG00000162924,TF,317,-1,-2.147772694,0.647551105,351.7848485,14.59116809,2.514347047,,#N/A,#N/A,-0.016762885,CALCIFEDIOL,Vitamin D receptor agonist,VDR,ENSG00000111424,RegulonGene,#N/A,AntiCancerPhaseIV
AHNAK2,ENSG00000185567,REL,ENSG00000162924,TF,317,-1,-2.147772694,0.647551105,351.7848485,14.59116809,2.514347047,,#N/A,#N/A,-0.016762885,CALCITRIOL,Vitamin D receptor agonist,VDR,ENSG00000111424,RegulonGene,#N/A,AntiCancerPhaseIV
AHNAK2,ENSG00000185567,REL,ENSG00000162924,TF,317,-1,-2.147772694,0.647551105,351.7848485,14.59116809,2.514347047,,#N/A,#N/A,-0.016762885,CHOLECALCIFEROL,Vitamin D receptor agonist,VDR,ENSG00000111424,RegulonGene,#N/A,AntiCancerPhaseIV
AHNAK2,ENSG00000185567,REL,ENSG00000162924,TF,317,-1,-2.147772694,0.647551105,351.7848485,14.59116809,2.514347047,,#N/A,#N/A,-0.016762885,ERGOCALCIFEROL,Vitamin D receptor agonist,VDR,ENSG00000111424,RegulonGene,#N/A,AntiCancerPhaseIV
AHNAK2,ENSG00000185567,REL,ENSG00000162924,TF,317,-1,-2.147772694,0.647551105,351.7848485,14.59116809,2.514347047,,#N/A,#N/A,-0.016762885,PARICALCITOL,Vitamin D receptor agonist,VDR,ENSG00000111424,RegulonGene,#N/A,AntiCancerPhaseIV
AHNAK2,ENSG00000185567,CEBPB,ENSG00000172216,TF,457,-1,-2.196328664,0.732438516,353.0517024,-4.406926407,2.36389902,,#N/A,#N/A,-0.045695074,ALFACALCIDOL,Vitamin D receptor agonist,VDR,ENSG00000111424,RegulonGene,#N/A,AntiCancerPhaseIV
AHNAK2,ENSG00000185567,CEBPB,ENSG00000172216,TF,457,-1,-2.196328664,0.732438516,353.0517024,-4.406926407,2.36389902,,#N/A,#N/A,-0.045695074,CALCIFEDIOL,Vitamin D receptor agonist,VDR,ENSG00000111424,RegulonGene,#N/A,AntiCancerPhaseIV
AHNAK2,ENSG00000185567,CEBPB,ENSG00000172216,TF,457,-1,-2.196328664,0.732438516,353.0517024,-4.406926407,2.36389902,,#N/A,#N/A,-0.045695074,CALCITRIOL,Vitamin D receptor agonist,VDR,ENSG00000111424,RegulonGene,#N/A,AntiCancerPhaseIV
AHNAK2,ENSG00000185567,CEBPB,ENSG00000172216,TF,457,-1,-2.196328664,0.732438516,353.0517024,-4.406926407,2.36389902,,#N/A,#N/A,-0.045695074,CHOLECALCIFEROL,Vitamin D receptor agonist,VDR,ENSG00000111424,RegulonGene,#N/A,AntiCancerPhaseIV
AHNAK2,ENSG00000185567,CEBPB,ENSG00000172216,TF,457,-1,-2.196328664,0.732438516,353.0517024,-4.406926407,2.36389902,,#N/A,#N/A,-0.045695074,ERGOCALCIFEROL,Vitamin D receptor agonist,VDR,ENSG00000111424,RegulonGene,#N/A,AntiCancerPhaseIV
AHNAK2,ENSG00000185567,CEBPB,ENSG00000172216,TF,457,-1,-2.196328664,0.732438516,353.0517024,-4.406926407,2.36389902,,#N/A,#N/A,-0.045695074,PARICALCITOL,Vitamin D receptor agonist,VDR,ENSG00000111424,RegulonGene,#N/A,AntiCancerPhaseIV
AHNAK2,ENSG00000185567,MAF,ENSG00000178573,TF,154,-1,-2.191501875,0.626308901,336.0028045,-6.347826087,2.539916778,,#N/A,#N/A,-0.116063008,ALFACALCIDOL,Vitamin D receptor agonist,VDR,ENSG00000111424,RegulonGene,#N/A,AntiCancerPhaseIV
AHNAK2,ENSG00000185567,MAF,ENSG00000178573,TF,154,-1,-2.191501875,0.626308901,336.0028045,-6.347826087,2.539916778,,#N/A,#N/A,-0.116063008,CALCIFEDIOL,Vitamin D receptor agonist,VDR,ENSG00000111424,RegulonGene,#N/A,AntiCancerPhaseIV
AHNAK2,ENSG00000185567,MAF,ENSG00000178573,TF,154,-1,-2.191501875,0.626308901,336.0028045,-6.347826087,2.539916778,,#N/A,#N/A,-0.116063008,CALCITRIOL,Vitamin D receptor agonist,VDR,ENSG00000111424,RegulonGene,#N/A,AntiCancerPhaseIV
AHNAK2,ENSG00000185567,MAF,ENSG00000178573,TF,154,-1,-2.191501875,0.626308901,336.0028045,-6.347826087,2.539916778,,#N/A,#N/A,-0.116063008,CHOLECALCIFEROL,Vitamin D receptor agonist,VDR,ENSG00000111424,RegulonGene,#N/A,AntiCancerPhaseIV
AHNAK2,ENSG00000185567,MAF,ENSG00000178573,TF,154,-1,-2.191501875,0.626308901,336.0028045,-6.347826087,2.539916778,,#N/A,#N/A,-0.116063008,ERGOCALCIFEROL,Vitamin D receptor agonist,VDR,ENSG00000111424,RegulonGene,#N/A,AntiCancerPhaseIV
AHNAK2,ENSG00000185567,MAF,ENSG00000178573,TF,154,-1,-2.191501875,0.626308901,336.0028045,-6.347826087,2.539916778,,#N/A,#N/A,-0.116063008,PARICALCITOL,Vitamin D receptor agonist,VDR,ENSG00000111424,RegulonGene,#N/A,AntiCancerPhaseIV
ATRX,ENSG00000085224,PRDM1,ENSG00000057657,TF,98,-1,-2.175541046,0.49130241,312.5467328,67.51289683,2.499389643,yes,#N/A,#N/A,-0.198188755,ALFACALCIDOL,Vitamin D receptor agonist,VDR,ENSG00000111424,RegulonGene,#N/A,AntiCancerPhaseIV
ATRX,ENSG00000085224,PRDM1,ENSG00000057657,TF,98,-1,-2.175541046,0.49130241,312.5467328,67.51289683,2.499389643,yes,#N/A,#N/A,-0.198188755,CALCIFEDIOL,Vitamin D receptor agonist,VDR,ENSG00000111424,RegulonGene,#N/A,AntiCancerPhaseIV
ATRX,ENSG00000085224,PRDM1,ENSG00000057657,TF,98,-1,-2.175541046,0.49130241,312.5467328,67.51289683,2.499389643,yes,#N/A,#N/A,-0.198188755,CALCITRIOL,Vitamin D receptor agonist,VDR,ENSG00000111424,RegulonGene,#N/A,AntiCancerPhaseIV
ATRX,ENSG00000085224,PRDM1,ENSG00000057657,TF,98,-1,-2.175541046,0.49130241,312.5467328,67.51289683,2.499389643,yes,#N/A,#N/A,-0.198188755,CHOLECALCIFEROL,Vitamin D receptor agonist,VDR,ENSG00000111424,RegulonGene,#N/A,AntiCancerPhaseIV
ATRX,ENSG00000085224,PRDM1,ENSG00000057657,TF,98,-1,-2.175541046,0.49130241,312.5467328,67.51289683,2.499389643,yes,#N/A,#N/A,-0.198188755,ERGOCALCIFEROL,Vitamin D receptor agonist,VDR,ENSG00000111424,RegulonGene,#N/A,AntiCancerPhaseIV
ATRX,ENSG00000085224,PRDM1,ENSG00000057657,TF,98,-1,-2.175541046,0.49130241,312.5467328,67.51289683,2.499389643,yes,#N/A,#N/A,-0.198188755,PARICALCITOL,Vitamin D receptor agonist,VDR,ENSG00000111424,RegulonGene,#N/A,AntiCancerPhaseIV
ATRX,ENSG00000085224,STAT3,ENSG00000168610,TF,378,-1,-2.566289742,0.511500194,388.2571429,48.74810606,2.714444967,yes,yes,yes,-0.009695219,ALFACALCIDOL,Vitamin D receptor agonist,VDR,ENSG00000111424,RegulonGene,#N/A,AntiCancerPhaseIV
ATRX,ENSG00000085224,STAT3,ENSG00000168610,TF,378,-1,-2.566289742,0.511500194,388.2571429,48.74810606,2.714444967,yes,yes,yes,-0.009695219,CALCIFEDIOL,Vitamin D receptor agonist,VDR,ENSG00000111424,RegulonGene,#N/A,AntiCancerPhaseIV
ATRX,ENSG00000085224,STAT3,ENSG00000168610,TF,378,-1,-2.566289742,0.511500194,388.2571429,48.74810606,2.714444967,yes,yes,yes,-0.009695219,CALCITRIOL,Vitamin D receptor agonist,VDR,ENSG00000111424,RegulonGene,#N/A,AntiCancerPhaseIV
