MutationSymbol,MutationGeneID,RegulatorType,MutationRegulatorEdge,MutationRegulonEdge,SpearmanCorrelationTFAndEigenGene,RMST_diff_UnderActiveMinusOverActiveMGMTUnMeth,RMST_diff_UnderActiveMinusOverActiveMGMTMeth,Cox_HR_Training,IfCancerDriverMutation,IfDETFForTCGAGBM,IfCRISPR-Cas9SignificantTF,RNAiTFGeneEssentialityAchilles,Drug,DrugMechOfAction,Miner_Target_Type,DrugTrialPhaseGBM,Cancer_PhaseIV,DrugTargetAll,DrugRegulonAll,DrugRegulonOverActive,DrugRegulonUnderActive,DrugProgramAll,DrugProgramOverActive,DrugProgramUnderActive
AHNAK2,ENSG00000185567,TF,-1,-2.191501875,0.626308901,336.0028045,-6.347826087,2.539916778,NA,#N/A,#N/A,-0.116063008,EPHEDRINE,Adrenergic receptor agonist,RegulonGene,#N/A,AntiCancerPhaseIV,ADRB2,"34,59,98,154,290,378,402,457,480,536,549,700,787",NA,"34,59,98,154,290,378,402,457,480,536,549,700,787",2,NA,2
AHNAK2,ENSG00000185567,TF,-1,-2.191501875,0.626308901,336.0028045,-6.347826087,2.539916778,NA,#N/A,#N/A,-0.116063008,EPINEPHRINE,Adrenergic receptor agonist,RegulonGene,#N/A,AntiCancerPhaseIV,ADRB2,"34,59,98,154,290,378,402,457,480,536,549,700,787",NA,"34,59,98,154,290,378,402,457,480,536,549,700,787",2,NA,2
AHNAK2,ENSG00000185567,TF,-1,-2.191501875,0.626308901,336.0028045,-6.347826087,2.539916778,NA,#N/A,#N/A,-0.116063008,NOREPINEPHRINE,Adrenergic receptor agonist,RegulonGene,#N/A,AntiCancerPhaseIV,ADRB2,"34,59,98,154,290,378,402,457,480,536,549,700,787",NA,"34,59,98,154,290,378,402,457,480,536,549,700,787",2,NA,2
AHNAK2,ENSG00000185567,TF,-1,-2.191501875,0.626308901,336.0028045,-6.347826087,2.539916778,NA,#N/A,#N/A,-0.116063008,PROPRANOLOL,Beta-2 adrenergic receptor antagonist,RegulonGene,#N/A,AntiCancerPhaseIV,ADRB2,"34,59,98,154,290,378,402,457,480,536,549,700,787",NA,"34,59,98,154,290,378,402,457,480,536,549,700,787",2,NA,2
AHNAK2,ENSG00000185567,TF,1,-2.213351702,-0.35575208,332.8600668,98.45416667,2.534978112,NA,yes,#N/A,-0.076876257,CARVEDILOL,Adrenergic receptor beta antagonist,RegulonGene,Early Phase 1,#N/A,ADRB2,"34,59,98,154,290,378,402,457,480,536,549,700,787",NA,"34,59,98,154,290,378,402,457,480,536,549,700,787",2,NA,2
AHNAK2,ENSG00000185567,TF,-1,-2.222454042,0.494010097,353.2533386,79.89384921,2.333677379,NA,yes,#N/A,0.04207445,CARVEDILOL,Adrenergic receptor beta antagonist,RegulonGene,Early Phase 1,#N/A,ADRB2,"34,59,98,154,290,378,402,457,480,536,549,700,787",NA,"34,59,98,154,290,378,402,457,480,536,549,700,787",2,NA,2
AHNAK2,ENSG00000185567,TF,-1,-2.224624352,0.530384164,336.4917719,79.89384921,2.422939142,NA,#N/A,#N/A,-0.082248802,CARVEDILOL,Adrenergic receptor beta antagonist,RegulonGene,Early Phase 1,#N/A,ADRB2,"34,59,98,154,290,378,402,457,480,536,549,700,787",NA,"34,59,98,154,290,378,402,457,480,536,549,700,787",2,NA,2
AHNAK2,ENSG00000185567,TF,-1,-2.172328804,0.704293335,342.0358974,37.64384921,2.286965386,NA,yes,#N/A,-0.068933334,CARVEDILOL,Adrenergic receptor beta antagonist,RegulonGene,Early Phase 1,#N/A,ADRB2,"34,59,98,154,290,378,402,457,480,536,549,700,787",NA,"34,59,98,154,290,378,402,457,480,536,549,700,787",2,NA,2
AHNAK2,ENSG00000185567,TF,-1,-2.196328664,0.732438516,353.0517024,-4.406926407,2.36389902,NA,#N/A,#N/A,-0.045695074,CARVEDILOL,Adrenergic receptor beta antagonist,RegulonGene,Early Phase 1,#N/A,ADRB2,"34,59,98,154,290,378,402,457,480,536,549,700,787",NA,"34,59,98,154,290,378,402,457,480,536,549,700,787",2,NA,2
AHNAK2,ENSG00000185567,TF,-1,-2.191501875,0.626308901,336.0028045,-6.347826087,2.539916778,NA,#N/A,#N/A,-0.116063008,CARVEDILOL,Adrenergic receptor beta antagonist,RegulonGene,Early Phase 1,#N/A,ADRB2,"34,59,98,154,290,378,402,457,480,536,549,700,787",NA,"34,59,98,154,290,378,402,457,480,536,549,700,787",2,NA,2
ATRX,ENSG00000085224,TF,1,-2.25647884,-0.35575208,332.8600668,98.45416667,2.534978112,yes,yes,#N/A,-0.076876257,DOBUTAMINE,Beta-2 adrenergic receptor agonist,RegulonGene,#N/A,AntiCancerPhaseIV,ADRB2,"34,59,98,154,290,378,402,457,480,536,549,700,787",NA,"34,59,98,154,290,378,402,457,480,536,549,700,787",2,NA,2
ATRX,ENSG00000085224,TF,1,-2.25647884,-0.35575208,332.8600668,98.45416667,2.534978112,yes,yes,#N/A,-0.076876257,EPHEDRINE,Adrenergic receptor agonist,RegulonGene,#N/A,AntiCancerPhaseIV,ADRB2,"34,59,98,154,290,378,402,457,480,536,549,700,787",NA,"34,59,98,154,290,378,402,457,480,536,549,700,787",2,NA,2
ATRX,ENSG00000085224,TF,1,-2.25647884,-0.35575208,332.8600668,98.45416667,2.534978112,yes,yes,#N/A,-0.076876257,EPINEPHRINE,Adrenergic receptor agonist,RegulonGene,#N/A,AntiCancerPhaseIV,ADRB2,"34,59,98,154,290,378,402,457,480,536,549,700,787",NA,"34,59,98,154,290,378,402,457,480,536,549,700,787",2,NA,2
ATRX,ENSG00000085224,TF,1,-2.25647884,-0.35575208,332.8600668,98.45416667,2.534978112,yes,yes,#N/A,-0.076876257,NOREPINEPHRINE,Adrenergic receptor agonist,RegulonGene,#N/A,AntiCancerPhaseIV,ADRB2,"34,59,98,154,290,378,402,457,480,536,549,700,787",NA,"34,59,98,154,290,378,402,457,480,536,549,700,787",2,NA,2
ATRX,ENSG00000085224,TF,1,-2.25647884,-0.35575208,332.8600668,98.45416667,2.534978112,yes,yes,#N/A,-0.076876257,PROPRANOLOL,Beta-2 adrenergic receptor antagonist,RegulonGene,#N/A,AntiCancerPhaseIV,ADRB2,"34,59,98,154,290,378,402,457,480,536,549,700,787",NA,"34,59,98,154,290,378,402,457,480,536,549,700,787",2,NA,2
ATRX,ENSG00000085224,TF,-1,-2.175541046,0.49130241,312.5467328,67.51289683,2.499389643,yes,#N/A,#N/A,-0.198188755,DOBUTAMINE,Beta-2 adrenergic receptor agonist,RegulonGene,#N/A,AntiCancerPhaseIV,ADRB2,"34,59,98,154,290,378,402,457,480,536,549,700,787",NA,"34,59,98,154,290,378,402,457,480,536,549,700,787",2,NA,2
ATRX,ENSG00000085224,TF,-1,-2.175541046,0.49130241,312.5467328,67.51289683,2.499389643,yes,#N/A,#N/A,-0.198188755,EPHEDRINE,Adrenergic receptor agonist,RegulonGene,#N/A,AntiCancerPhaseIV,ADRB2,"34,59,98,154,290,378,402,457,480,536,549,700,787",NA,"34,59,98,154,290,378,402,457,480,536,549,700,787",2,NA,2
ATRX,ENSG00000085224,TF,-1,-2.175541046,0.49130241,312.5467328,67.51289683,2.499389643,yes,#N/A,#N/A,-0.198188755,EPINEPHRINE,Adrenergic receptor agonist,RegulonGene,#N/A,AntiCancerPhaseIV,ADRB2,"34,59,98,154,290,378,402,457,480,536,549,700,787",NA,"34,59,98,154,290,378,402,457,480,536,549,700,787",2,NA,2
ATRX,ENSG00000085224,TF,-1,-2.175541046,0.49130241,312.5467328,67.51289683,2.499389643,yes,#N/A,#N/A,-0.198188755,NOREPINEPHRINE,Adrenergic receptor agonist,RegulonGene,#N/A,AntiCancerPhaseIV,ADRB2,"34,59,98,154,290,378,402,457,480,536,549,700,787",NA,"34,59,98,154,290,378,402,457,480,536,549,700,787",2,NA,2
ATRX,ENSG00000085224,TF,-1,-2.175541046,0.49130241,312.5467328,67.51289683,2.499389643,yes,#N/A,#N/A,-0.198188755,PROPRANOLOL,Beta-2 adrenergic receptor antagonist,RegulonGene,#N/A,AntiCancerPhaseIV,ADRB2,"34,59,98,154,290,378,402,457,480,536,549,700,787",NA,"34,59,98,154,290,378,402,457,480,536,549,700,787",2,NA,2
ATRX,ENSG00000085224,TF,-1,-2.566289742,0.511500194,388.2571429,48.74810606,2.714444967,yes,yes,yes,-0.009695219,DOBUTAMINE,Beta-2 adrenergic receptor agonist,RegulonGene,#N/A,AntiCancerPhaseIV,ADRB2,"34,59,98,154,290,378,402,457,480,536,549,700,787",NA,"34,59,98,154,290,378,402,457,480,536,549,700,787",2,NA,2
ATRX,ENSG00000085224,TF,-1,-2.566289742,0.511500194,388.2571429,48.74810606,2.714444967,yes,yes,yes,-0.009695219,EPHEDRINE,Adrenergic receptor agonist,RegulonGene,#N/A,AntiCancerPhaseIV,ADRB2,"34,59,98,154,290,378,402,457,480,536,549,700,787",NA,"34,59,98,154,290,378,402,457,480,536,549,700,787",2,NA,2
ATRX,ENSG00000085224,TF,-1,-2.566289742,0.511500194,388.2571429,48.74810606,2.714444967,yes,yes,yes,-0.009695219,EPINEPHRINE,Adrenergic receptor agonist,RegulonGene,#N/A,AntiCancerPhaseIV,ADRB2,"34,59,98,154,290,378,402,457,480,536,549,700,787",NA,"34,59,98,154,290,378,402,457,480,536,549,700,787",2,NA,2
ATRX,ENSG00000085224,TF,-1,-2.566289742,0.511500194,388.2571429,48.74810606,2.714444967,yes,yes,yes,-0.009695219,NOREPINEPHRINE,Adrenergic receptor agonist,RegulonGene,#N/A,AntiCancerPhaseIV,ADRB2,"34,59,98,154,290,378,402,457,480,536,549,700,787",NA,"34,59,98,154,290,378,402,457,480,536,549,700,787",2,NA,2
ATRX,ENSG00000085224,TF,-1,-2.566289742,0.511500194,388.2571429,48.74810606,2.714444967,yes,yes,yes,-0.009695219,PROPRANOLOL,Beta-2 adrenergic receptor antagonist,RegulonGene,#N/A,AntiCancerPhaseIV,ADRB2,"34,59,98,154,290,378,402,457,480,536,549,700,787",NA,"34,59,98,154,290,378,402,457,480,536,549,700,787",2,NA,2
ATRX,ENSG00000085224,TF,-1,-2.265956377,0.66222257,456.3642241,-57.08571429,2.376773204,yes,yes,#N/A,-0.01265308,DOBUTAMINE,Beta-2 adrenergic receptor agonist,RegulonGene,#N/A,AntiCancerPhaseIV,ADRB2,"34,59,98,154,290,378,402,457,480,536,549,700,787",NA,"34,59,98,154,290,378,402,457,480,536,549,700,787",2,NA,2
ATRX,ENSG00000085224,TF,-1,-2.265956377,0.66222257,456.3642241,-57.08571429,2.376773204,yes,yes,#N/A,-0.01265308,EPHEDRINE,Adrenergic receptor agonist,RegulonGene,#N/A,AntiCancerPhaseIV,ADRB2,"34,59,98,154,290,378,402,457,480,536,549,700,787",NA,"34,59,98,154,290,378,402,457,480,536,549,700,787",2,NA,2
ATRX,ENSG00000085224,TF,-1,-2.265956377,0.66222257,456.3642241,-57.08571429,2.376773204,yes,yes,#N/A,-0.01265308,EPINEPHRINE,Adrenergic receptor agonist,RegulonGene,#N/A,AntiCancerPhaseIV,ADRB2,"34,59,98,154,290,378,402,457,480,536,549,700,787",NA,"34,59,98,154,290,378,402,457,480,536,549,700,787",2,NA,2
ATRX,ENSG00000085224,TF,-1,-2.265956377,0.66222257,456.3642241,-57.08571429,2.376773204,yes,yes,#N/A,-0.01265308,NOREPINEPHRINE,Adrenergic receptor agonist,RegulonGene,#N/A,AntiCancerPhaseIV,ADRB2,"34,59,98,154,290,378,402,457,480,536,549,700,787",NA,"34,59,98,154,290,378,402,457,480,536,549,700,787",2,NA,2
ATRX,ENSG00000085224,TF,-1,-2.265956377,0.66222257,456.3642241,-57.08571429,2.376773204,yes,yes,#N/A,-0.01265308,PROPRANOLOL,Beta-2 adrenergic receptor antagonist,RegulonGene,#N/A,AntiCancerPhaseIV,ADRB2,"34,59,98,154,290,378,402,457,480,536,549,700,787",NA,"34,59,98,154,290,378,402,457,480,536,549,700,787",2,NA,2
ATRX,ENSG00000085224,TF,1,-2.25647884,-0.35575208,332.8600668,98.45416667,2.534978112,yes,yes,#N/A,-0.076876257,CARVEDILOL,Adrenergic receptor beta antagonist,RegulonGene,Early Phase 1,#N/A,ADRB2,"34,59,98,154,290,378,402,457,480,536,549,700,787",NA,"34,59,98,154,290,378,402,457,480,536,549,700,787",2,NA,2
ATRX,ENSG00000085224,TF,-1,-2.175541046,0.49130241,312.5467328,67.51289683,2.499389643,yes,#N/A,#N/A,-0.198188755,CARVEDILOL,Adrenergic receptor beta antagonist,RegulonGene,Early Phase 1,#N/A,ADRB2,"34,59,98,154,290,378,402,457,480,536,549,700,787",NA,"34,59,98,154,290,378,402,457,480,536,549,700,787",2,NA,2
ATRX,ENSG00000085224,TF,-1,-2.566289742,0.511500194,388.2571429,48.74810606,2.714444967,yes,yes,yes,-0.009695219,CARVEDILOL,Adrenergic receptor beta antagonist,RegulonGene,Early Phase 1,#N/A,ADRB2,"34,59,98,154,290,378,402,457,480,536,549,700,787",NA,"34,59,98,154,290,378,402,457,480,536,549,700,787",2,NA,2
ATRX,ENSG00000085224,TF,-1,-2.265956377,0.66222257,456.3642241,-57.08571429,2.376773204,yes,yes,#N/A,-0.01265308,CARVEDILOL,Adrenergic receptor beta antagonist,RegulonGene,Early Phase 1,#N/A,ADRB2,"34,59,98,154,290,378,402,457,480,536,549,700,787",NA,"34,59,98,154,290,378,402,457,480,536,549,700,787",2,NA,2
GPR98,NA,TF,-1,-2.195501565,0.49130241,312.5467328,67.51289683,2.499389643,NA,#N/A,#N/A,-0.198188755,DOBUTAMINE,Beta-2 adrenergic receptor agonist,RegulonGene,#N/A,AntiCancerPhaseIV,ADRB2,"34,59,98,154,290,378,402,457,480,536,549,700,787",NA,"34,59,98,154,290,378,402,457,480,536,549,700,787",2,NA,2
GPR98,NA,TF,-1,-2.195501565,0.49130241,312.5467328,67.51289683,2.499389643,NA,#N/A,#N/A,-0.198188755,EPHEDRINE,Adrenergic receptor agonist,RegulonGene,#N/A,AntiCancerPhaseIV,ADRB2,"34,59,98,154,290,378,402,457,480,536,549,700,787",NA,"34,59,98,154,290,378,402,457,480,536,549,700,787",2,NA,2
GPR98,NA,TF,-1,-2.195501565,0.49130241,312.5467328,67.51289683,2.499389643,NA,#N/A,#N/A,-0.198188755,EPINEPHRINE,Adrenergic receptor agonist,RegulonGene,#N/A,AntiCancerPhaseIV,ADRB2,"34,59,98,154,290,378,402,457,480,536,549,700,787",NA,"34,59,98,154,290,378,402,457,480,536,549,700,787",2,NA,2
GPR98,NA,TF,-1,-2.195501565,0.49130241,312.5467328,67.51289683,2.499389643,NA,#N/A,#N/A,-0.198188755,NOREPINEPHRINE,Adrenergic receptor agonist,RegulonGene,#N/A,AntiCancerPhaseIV,ADRB2,"34,59,98,154,290,378,402,457,480,536,549,700,787",NA,"34,59,98,154,290,378,402,457,480,536,549,700,787",2,NA,2
GPR98,NA,TF,-1,-2.195501565,0.49130241,312.5467328,67.51289683,2.499389643,NA,#N/A,#N/A,-0.198188755,PROPRANOLOL,Beta-2 adrenergic receptor antagonist,RegulonGene,#N/A,AntiCancerPhaseIV,ADRB2,"34,59,98,154,290,378,402,457,480,536,549,700,787",NA,"34,59,98,154,290,378,402,457,480,536,549,700,787",2,NA,2
GPR98,NA,TF,-1,-2.204320774,0.316741107,341.9055331,22.15873016,2.715738925,NA,yes,#N/A,NA,DOBUTAMINE,Beta-2 adrenergic receptor agonist,RegulonGene,#N/A,AntiCancerPhaseIV,ADRB2,"34,59,98,154,290,378,402,457,480,536,549,700,787",NA,"34,59,98,154,290,378,402,457,480,536,549,700,787",2,NA,2
GPR98,NA,TF,-1,-2.204320774,0.316741107,341.9055331,22.15873016,2.715738925,NA,yes,#N/A,NA,EPHEDRINE,Adrenergic receptor agonist,RegulonGene,#N/A,AntiCancerPhaseIV,ADRB2,"34,59,98,154,290,378,402,457,480,536,549,700,787",NA,"34,59,98,154,290,378,402,457,480,536,549,700,787",2,NA,2
GPR98,NA,TF,-1,-2.204320774,0.316741107,341.9055331,22.15873016,2.715738925,NA,yes,#N/A,NA,EPINEPHRINE,Adrenergic receptor agonist,RegulonGene,#N/A,AntiCancerPhaseIV,ADRB2,"34,59,98,154,290,378,402,457,480,536,549,700,787",NA,"34,59,98,154,290,378,402,457,480,536,549,700,787",2,NA,2
GPR98,NA,TF,-1,-2.204320774,0.316741107,341.9055331,22.15873016,2.715738925,NA,yes,#N/A,NA,NOREPINEPHRINE,Adrenergic receptor agonist,RegulonGene,#N/A,AntiCancerPhaseIV,ADRB2,"34,59,98,154,290,378,402,457,480,536,549,700,787",NA,"34,59,98,154,290,378,402,457,480,536,549,700,787",2,NA,2
GPR98,NA,TF,-1,-2.204320774,0.316741107,341.9055331,22.15873016,2.715738925,NA,yes,#N/A,NA,PROPRANOLOL,Beta-2 adrenergic receptor antagonist,RegulonGene,#N/A,AntiCancerPhaseIV,ADRB2,"34,59,98,154,290,378,402,457,480,536,549,700,787",NA,"34,59,98,154,290,378,402,457,480,536,549,700,787",2,NA,2
GPR98,NA,TF,-1,-2.225406804,0.616066312,356.0760684,-11.82608696,2.446933198,NA,#N/A,yes,-0.032298401,DOBUTAMINE,Beta-2 adrenergic receptor agonist,RegulonGene,#N/A,AntiCancerPhaseIV,ADRB2,"34,59,98,154,290,378,402,457,480,536,549,700,787",NA,"34,59,98,154,290,378,402,457,480,536,549,700,787",2,NA,2
GPR98,NA,TF,-1,-2.225406804,0.616066312,356.0760684,-11.82608696,2.446933198,NA,#N/A,yes,-0.032298401,EPHEDRINE,Adrenergic receptor agonist,RegulonGene,#N/A,AntiCancerPhaseIV,ADRB2,"34,59,98,154,290,378,402,457,480,536,549,700,787",NA,"34,59,98,154,290,378,402,457,480,536,549,700,787",2,NA,2
GPR98,NA,TF,-1,-2.225406804,0.616066312,356.0760684,-11.82608696,2.446933198,NA,#N/A,yes,-0.032298401,EPINEPHRINE,Adrenergic receptor agonist,RegulonGene,#N/A,AntiCancerPhaseIV,ADRB2,"34,59,98,154,290,378,402,457,480,536,549,700,787",NA,"34,59,98,154,290,378,402,457,480,536,549,700,787",2,NA,2
GPR98,NA,TF,-1,-2.225406804,0.616066312,356.0760684,-11.82608696,2.446933198,NA,#N/A,yes,-0.032298401,NOREPINEPHRINE,Adrenergic receptor agonist,RegulonGene,#N/A,AntiCancerPhaseIV,ADRB2,"34,59,98,154,290,378,402,457,480,536,549,700,787",NA,"34,59,98,154,290,378,402,457,480,536,549,700,787",2,NA,2
GPR98,NA,TF,-1,-2.225406804,0.616066312,356.0760684,-11.82608696,2.446933198,NA,#N/A,yes,-0.032298401,PROPRANOLOL,Beta-2 adrenergic receptor antagonist,RegulonGene,#N/A,AntiCancerPhaseIV,ADRB2,"34,59,98,154,290,378,402,457,480,536,549,700,787",NA,"34,59,98,154,290,378,402,457,480,536,549,700,787",2,NA,2
GPR98,NA,TF,-1,-2.195501565,0.49130241,312.5467328,67.51289683,2.499389643,NA,#N/A,#N/A,-0.198188755,CARVEDILOL,Adrenergic receptor beta antagonist,RegulonGene,Early Phase 1,#N/A,ADRB2,"34,59,98,154,290,378,402,457,480,536,549,700,787",NA,"34,59,98,154,290,378,402,457,480,536,549,700,787",2,NA,2
GPR98,NA,TF,-1,-2.204320774,0.316741107,341.9055331,22.15873016,2.715738925,NA,yes,#N/A,NA,CARVEDILOL,Adrenergic receptor beta antagonist,RegulonGene,Early Phase 1,#N/A,ADRB2,"34,59,98,154,290,378,402,457,480,536,549,700,787",NA,"34,59,98,154,290,378,402,457,480,536,549,700,787",2,NA,2
GPR98,NA,TF,-1,-2.225406804,0.616066312,356.0760684,-11.82608696,2.446933198,NA,#N/A,yes,-0.032298401,CARVEDILOL,Adrenergic receptor beta antagonist,RegulonGene,Early Phase 1,#N/A,ADRB2,"34,59,98,154,290,378,402,457,480,536,549,700,787",NA,"34,59,98,154,290,378,402,457,480,536,549,700,787",2,NA,2
IDH1,ENSG00000138413,TF,1,-2.205172173,-0.35575208,332.8600668,98.45416667,2.534978112,yes,yes,#N/A,-0.076876257,DOBUTAMINE,Beta-2 adrenergic receptor agonist,RegulonGene,#N/A,AntiCancerPhaseIV,ADRB2,"34,59,98,154,290,378,402,457,480,536,549,700,787",NA,"34,59,98,154,290,378,402,457,480,536,549,700,787",2,NA,2
IDH1,ENSG00000138413,TF,1,-2.205172173,-0.35575208,332.8600668,98.45416667,2.534978112,yes,yes,#N/A,-0.076876257,EPHEDRINE,Adrenergic receptor agonist,RegulonGene,#N/A,AntiCancerPhaseIV,ADRB2,"34,59,98,154,290,378,402,457,480,536,549,700,787",NA,"34,59,98,154,290,378,402,457,480,536,549,700,787",2,NA,2
IDH1,ENSG00000138413,TF,1,-2.205172173,-0.35575208,332.8600668,98.45416667,2.534978112,yes,yes,#N/A,-0.076876257,EPINEPHRINE,Adrenergic receptor agonist,RegulonGene,#N/A,AntiCancerPhaseIV,ADRB2,"34,59,98,154,290,378,402,457,480,536,549,700,787",NA,"34,59,98,154,290,378,402,457,480,536,549,700,787",2,NA,2
IDH1,ENSG00000138413,TF,1,-2.205172173,-0.35575208,332.8600668,98.45416667,2.534978112,yes,yes,#N/A,-0.076876257,NOREPINEPHRINE,Adrenergic receptor agonist,RegulonGene,#N/A,AntiCancerPhaseIV,ADRB2,"34,59,98,154,290,378,402,457,480,536,549,700,787",NA,"34,59,98,154,290,378,402,457,480,536,549,700,787",2,NA,2
IDH1,ENSG00000138413,TF,1,-2.205172173,-0.35575208,332.8600668,98.45416667,2.534978112,yes,yes,#N/A,-0.076876257,PROPRANOLOL,Beta-2 adrenergic receptor antagonist,RegulonGene,#N/A,AntiCancerPhaseIV,ADRB2,"34,59,98,154,290,378,402,457,480,536,549,700,787",NA,"34,59,98,154,290,378,402,457,480,536,549,700,787",2,NA,2
IDH1,ENSG00000138413,TF,-1,-2.248093013,0.49130241,312.5467328,67.51289683,2.499389643,yes,#N/A,#N/A,-0.198188755,DOBUTAMINE,Beta-2 adrenergic receptor agonist,RegulonGene,#N/A,AntiCancerPhaseIV,ADRB2,"34,59,98,154,290,378,402,457,480,536,549,700,787",NA,"34,59,98,154,290,378,402,457,480,536,549,700,787",2,NA,2
IDH1,ENSG00000138413,TF,-1,-2.248093013,0.49130241,312.5467328,67.51289683,2.499389643,yes,#N/A,#N/A,-0.198188755,EPHEDRINE,Adrenergic receptor agonist,RegulonGene,#N/A,AntiCancerPhaseIV,ADRB2,"34,59,98,154,290,378,402,457,480,536,549,700,787",NA,"34,59,98,154,290,378,402,457,480,536,549,700,787",2,NA,2
IDH1,ENSG00000138413,TF,-1,-2.248093013,0.49130241,312.5467328,67.51289683,2.499389643,yes,#N/A,#N/A,-0.198188755,EPINEPHRINE,Adrenergic receptor agonist,RegulonGene,#N/A,AntiCancerPhaseIV,ADRB2,"34,59,98,154,290,378,402,457,480,536,549,700,787",NA,"34,59,98,154,290,378,402,457,480,536,549,700,787",2,NA,2
IDH1,ENSG00000138413,TF,-1,-2.248093013,0.49130241,312.5467328,67.51289683,2.499389643,yes,#N/A,#N/A,-0.198188755,NOREPINEPHRINE,Adrenergic receptor agonist,RegulonGene,#N/A,AntiCancerPhaseIV,ADRB2,"34,59,98,154,290,378,402,457,480,536,549,700,787",NA,"34,59,98,154,290,378,402,457,480,536,549,700,787",2,NA,2
IDH1,ENSG00000138413,TF,-1,-2.248093013,0.49130241,312.5467328,67.51289683,2.499389643,yes,#N/A,#N/A,-0.198188755,PROPRANOLOL,Beta-2 adrenergic receptor antagonist,RegulonGene,#N/A,AntiCancerPhaseIV,ADRB2,"34,59,98,154,290,378,402,457,480,536,549,700,787",NA,"34,59,98,154,290,378,402,457,480,536,549,700,787",2,NA,2
IDH1,ENSG00000138413,TF,-1,-2.63844727,0.511500194,388.2571429,48.74810606,2.714444967,yes,yes,yes,-0.009695219,DOBUTAMINE,Beta-2 adrenergic receptor agonist,RegulonGene,#N/A,AntiCancerPhaseIV,ADRB2,"34,59,98,154,290,378,402,457,480,536,549,700,787",NA,"34,59,98,154,290,378,402,457,480,536,549,700,787",2,NA,2
IDH1,ENSG00000138413,TF,-1,-2.63844727,0.511500194,388.2571429,48.74810606,2.714444967,yes,yes,yes,-0.009695219,EPHEDRINE,Adrenergic receptor agonist,RegulonGene,#N/A,AntiCancerPhaseIV,ADRB2,"34,59,98,154,290,378,402,457,480,536,549,700,787",NA,"34,59,98,154,290,378,402,457,480,536,549,700,787",2,NA,2
IDH1,ENSG00000138413,TF,-1,-2.63844727,0.511500194,388.2571429,48.74810606,2.714444967,yes,yes,yes,-0.009695219,EPINEPHRINE,Adrenergic receptor agonist,RegulonGene,#N/A,AntiCancerPhaseIV,ADRB2,"34,59,98,154,290,378,402,457,480,536,549,700,787",NA,"34,59,98,154,290,378,402,457,480,536,549,700,787",2,NA,2
IDH1,ENSG00000138413,TF,-1,-2.63844727,0.511500194,388.2571429,48.74810606,2.714444967,yes,yes,yes,-0.009695219,NOREPINEPHRINE,Adrenergic receptor agonist,RegulonGene,#N/A,AntiCancerPhaseIV,ADRB2,"34,59,98,154,290,378,402,457,480,536,549,700,787",NA,"34,59,98,154,290,378,402,457,480,536,549,700,787",2,NA,2
IDH1,ENSG00000138413,TF,-1,-2.63844727,0.511500194,388.2571429,48.74810606,2.714444967,yes,yes,yes,-0.009695219,PROPRANOLOL,Beta-2 adrenergic receptor antagonist,RegulonGene,#N/A,AntiCancerPhaseIV,ADRB2,"34,59,98,154,290,378,402,457,480,536,549,700,787",NA,"34,59,98,154,290,378,402,457,480,536,549,700,787",2,NA,2
IDH1,ENSG00000138413,TF,-1,-2.232710956,0.66222257,456.3642241,-57.08571429,2.376773204,yes,yes,#N/A,-0.01265308,DOBUTAMINE,Beta-2 adrenergic receptor agonist,RegulonGene,#N/A,AntiCancerPhaseIV,ADRB2,"34,59,98,154,290,378,402,457,480,536,549,700,787",NA,"34,59,98,154,290,378,402,457,480,536,549,700,787",2,NA,2
IDH1,ENSG00000138413,TF,-1,-2.232710956,0.66222257,456.3642241,-57.08571429,2.376773204,yes,yes,#N/A,-0.01265308,EPHEDRINE,Adrenergic receptor agonist,RegulonGene,#N/A,AntiCancerPhaseIV,ADRB2,"34,59,98,154,290,378,402,457,480,536,549,700,787",NA,"34,59,98,154,290,378,402,457,480,536,549,700,787",2,NA,2
IDH1,ENSG00000138413,TF,-1,-2.232710956,0.66222257,456.3642241,-57.08571429,2.376773204,yes,yes,#N/A,-0.01265308,EPINEPHRINE,Adrenergic receptor agonist,RegulonGene,#N/A,AntiCancerPhaseIV,ADRB2,"34,59,98,154,290,378,402,457,480,536,549,700,787",NA,"34,59,98,154,290,378,402,457,480,536,549,700,787",2,NA,2
IDH1,ENSG00000138413,TF,-1,-2.232710956,0.66222257,456.3642241,-57.08571429,2.376773204,yes,yes,#N/A,-0.01265308,NOREPINEPHRINE,Adrenergic receptor agonist,RegulonGene,#N/A,AntiCancerPhaseIV,ADRB2,"34,59,98,154,290,378,402,457,480,536,549,700,787",NA,"34,59,98,154,290,378,402,457,480,536,549,700,787",2,NA,2
IDH1,ENSG00000138413,TF,-1,-2.232710956,0.66222257,456.3642241,-57.08571429,2.376773204,yes,yes,#N/A,-0.01265308,PROPRANOLOL,Beta-2 adrenergic receptor antagonist,RegulonGene,#N/A,AntiCancerPhaseIV,ADRB2,"34,59,98,154,290,378,402,457,480,536,549,700,787",NA,"34,59,98,154,290,378,402,457,480,536,549,700,787",2,NA,2
